"ID"	"TraitNum"	"Trait.Name"	"Trait.Category.New"	"Trait.Source"	"Trait.Rationale"	"year"	"region.ISO3"	"sys1"	"habitat"	"group"	"sub.group"	"animal.group"	"sys1Grp"	"multivar.FD.Measure"	"Total.Number.Species"	"nTrait"
"31"	17	17.06	"nest location"	"habitat"	"3"	"general"	2014	"NZL, FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"FRic, FEve, FDiv, FDis"	"54"	7
"32"	17	17.02	"body mass"	"body size"	"3"	"general"	2014	"NZL, FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"FRic, FEve, FDiv, FDis"	"54"	7
"33"	17	17.01	"biogeographic origin"	"biogeography"	"3"	"general"	2014	"NZL, FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"FRic, FEve, FDiv, FDis"	"54"	7
"34"	17	17.07	"clutch size"	"reproduction"	"3"	"general"	2014	"NZL, FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"FRic, FEve, FDiv, FDis"	"54"	7
"35"	17	17.05	"adult diet"	"resource use"	"3"	"general"	2014	"NZL, FRA"	"T"	"TEMP"	"animal"	"vertebrates"	"birds"	"terrestrial animals"	"FRic, FEve, FDiv, FDis"	"54"	7
"36"	19	19.06	"flowering start"	"temporal partitioning"	"1"	"specific"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	7
"37"	19	19.05	"seed mass"	"reproduction"	"1"	"specific"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	7
"38"	19	19.01	"specific leaf area"	"growth allocation"	"1"	"specific"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	7
"39"	19	19.04	"leaf C isotope ratio"	"resource use"	"1"	"specific"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	7
"40"	19	19.03	"leaf N%"	"growth allocation"	"1"	"specific"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	7
"41"	19	19.02	"leaf blade thickness"	"growth allocation"	"1"	"specific"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	7
"42"	19	19.07	"height at reproductive maturity"	"body size"	"1"	"specific"	2013	"FRA"	"T"	"GRAS"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	7
"43"	20	20.02	"specific leaf area"	"growth allocation"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"44"	20	20.14	"pollination mode"	"reproduction"	"2"	"specific"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"45"	20	20.04	"leaf persistence"	"growth allocation"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"46"	20	20.13	"start of flowering period"	"temporal partitioning"	"2"	"specific"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"47"	20	20.12	"duration of flowering"	"reproduction"	"2"	"specific"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"48"	20	20.01	"max canopy height"	"body size"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"49"	20	20.1	"seed mass"	"reproduction"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"50"	20	20.11	"dispersal type"	"dispersal"	"2"	"specific"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"51"	20	20.05	"leaf distribution"	"growth allocation"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"52"	20	20.03	"leaf anatomy"	"environmental tolerance"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"53"	20	20.06	"reproduction mode"	"reproduction"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"54"	20	20.07	"life cycle duration"	"longevity"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"55"	20	20.08	"lateral spread"	"growth allocation"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"56"	20	20.09	"clonality"	"reproduction"	"2"	"general"	2011	"DEU"	"T"	"GRAS"	"plant"	"graminoids, forbs"	"NA"	"terrestrial plants"	"FRic, FEve, FDiv"	"22"	14
"57"	23	23.03	"relative leg length"	"resource use"	"1"	"specific"	2010	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"FD, FAD2"	"99"	4
"58"	23	23.04	"trophic position"	"resource use"	"1"	"specific"	2010	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"FD, FAD2"	"99"	4
"59"	23	23.02	"relative eye size"	"resource use"	"1"	"specific"	2010	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"FD, FAD2"	"99"	4
"60"	23	23.01	"body size"	"body size"	"1"	"specific"	2010	"BRA"	"T"	"TROP"	"animal"	"invertebrates"	"arthropods"	"terrestrial animals"	"FD, FAD2"	"99"	4
"61"	27	27.02	"diet of eggs"	"resource use"	"3"	"NA"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"62"	27	27.09	"litter size"	"reproduction"	"3"	"general"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"63"	27	27.1	"number of litters per year"	"reproduction"	"3"	"general"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"64"	27	27.07	"arboreal"	"habitat"	"3"	"general"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"65"	27	27.06	"active by night"	"temporal partitioning"	"3"	"general"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"66"	27	27.04	"diet of plant material"	"resource use"	"3"	"NA"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"67"	27	27.01	"diet of vertebrate flesh"	"resource use"	"3"	"NA"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"68"	27	27.11	"body mass"	"body size"	"3"	"general"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"69"	27	27.03	"diet of invertebrates"	"resource use"	"3"	"NA"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"70"	27	27.08	"terrestrial"	"habitat"	"3"	"general"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"71"	27	27.05	"active by day"	"temporal partitioning"	"3"	"general"	2005	"NA"	"T"	"OTHR"	"animal"	"vertebrates"	"mammals"	"terrestrial animals"	"FD"	"NA"	11
"72"	28	28.18	"fraction of stomata covered area"	"resource use"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"73"	28	28.04	"specific leaf area"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"74"	28	28.01	"leaf dry matter content"	"growth allocation"	"1"	"specific"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"75"	28	28.2	"stomata length"	"resource use"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"76"	28	28.24	"leaf habit"	"temporal partitioning"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"77"	28	28.21	"stomata width"	"resource use"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"78"	28	28.22	"leaf pinnation"	"unclassified"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"79"	28	28.08	"leaf Ca content"	"resource use"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"80"	28	28.11	"leaf Al content"	"environmental tolerance"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"81"	28	28.26	"height"	"body size"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"82"	28	28.16	"leaf Sr content"	"environmental tolerance"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"83"	28	28.12	"leaf Cu content"	"resource use"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"84"	28	28.02	"leaf dry matter content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"85"	28	28.17	"leaf S content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"86"	28	28.03	"leaf area"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"87"	28	28.23	"leaf margin"	"unclassified"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"88"	28	28.13	"leaf Fe content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"89"	28	28.05	"leaf C:N ratio"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"90"	28	28.25	"wood density"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"91"	28	28.09	"leaf Mg content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"92"	28	28.19	"stomata density"	"resource use"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"93"	28	28.15	"leaf P content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"94"	28	28.1	"leaf K content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"95"	28	28.07	"leaf N content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"96"	28	28.06	"leaf C content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"97"	28	28.14	"leaf Mn content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"RaoR, Rao, FEq"	"130"	25
"98"	34	34.06	"leaf thickness"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"FRic"	"284"	4
"99"	34	34.04	"leaf dry matter content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"FRic"	"284"	4
"100"	34	34.02	"leaf thickness"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"FRic"	"284"	4
"101"	34	34.05	"leaf dry matter content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"FRic"	"284"	4
"102"	34	34.01	"leaf surface area"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"FRic"	"284"	4
"103"	34	34.03	"leaf chlorophyll content"	"growth allocation"	"1"	"general"	2014	"CHN"	"T"	"TROP"	"plant"	"trees, shrubs"	"NA"	"terrestrial plants"	"FRic"	"284"	4
"104"	35	35.08	"migration type"	"dispersal"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"105"	35	35.04	"body length"	"body size"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"106"	35	35.02	"trophic group"	"resource use"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"107"	35	35.09	"fecundity"	"reproduction"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"108"	35	35.07	"rheophily"	"habitat"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"109"	35	35.11	"life cycle duration"	"longevity"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"110"	35	35.05	"shape factor"	"locomotion"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"111"	35	35.12	"parental care"	"reproduction"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"112"	35	35.01	"feeding habit"	"resource use"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"113"	35	35.06	"swimming factor"	"locomotion"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"114"	35	35.13	"reproduction habitat"	"habitat"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"115"	35	35.03	"life habitat"	"growth allocation"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"116"	35	35.1	"spawining events"	"reproduction"	"NA"	"general"	2013	"FRA"	"A"	"RIPA"	"animal"	"vertebrates"	"fish"	"aquatic animals"	"FDiv, M-NND"	"35"	13
"117"	40	40.15	"dispersal"	"dispersal"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"118"	40	40.16	"leaf texture"	"environmental tolerance"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"119"	40	40.12	"pollination"	"reproduction"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"120"	40	40.13	"life form"	"growth allocation"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"121"	40	40.07	"seed shape"	"dispersal"	"1"	"specific"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"122"	40	40.06	"leaf thickness"	"growth allocation"	"1"	"specific"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"123"	40	40.02	"seed mass"	"reproduction"	"1"	"specific"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"124"	40	40.01	"height"	"body size"	"1"	"specific"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"125"	40	40.03	"specific leaf area"	"growth allocation"	"1"	"specific"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"126"	40	40.08	"flowering phenology"	"temporal partitioning"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"127"	40	40.09	"clonality"	"reproduction"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"128"	40	40.04	"leaf dry matter content"	"growth allocation"	"1"	"specific"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"129"	40	40.05	"leaf size"	"growth allocation"	"1"	"specific"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"130"	40	40.1	"leaf persistence"	"growth allocation"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"131"	40	40.14	"growth form"	"growth allocation"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"132"	40	40.11	"life cycle duration"	"longevity"	"3"	"general"	2013	"ITA"	"T"	"NEAR"	"plant"	"trees, shrubs, graminoids, forbs"	"NA"	"terrestrial plants"	"Rao"	"NA"	16
"133"	42	42.05	"growth form"	"growth allocation"	"3"	"general"	2012	"ESP"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"4"	8
"134"	42	42.01	"canopy height"	"body size"	"1"	"general"	2012	"ESP"	"T"	"AGRI"	"plant"	"graminoids, forbs, shrubs"	"NA"	"terrestrial plants"	"Rao"	"4"	8
